Article DOI,journal,year,publisher
10.1021/np100494u,Journal of Natural Products,2010,American Chemical Society (ACS)
10.1021/np100531x,Journal of Natural Products,2010,American Chemical Society (ACS)
10.1021/np100588c,Journal of Natural Products,2010,American Chemical Society (ACS)
10.1016/j.ejmech.2010.10.012,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1021/np100523s,Journal of Natural Products,2010,American Chemical Society (ACS)
10.1016/j.ejmech.2010.10.017,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2010.10.026,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2010.10.029,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2010.08.054,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101251q,Journal of Medicinal Chemistry,2010,American Chemical Society (ACS)
10.1021/jm00398a032,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm100843z,Journal of Medicinal Chemistry,2010,American Chemical Society (ACS)
10.1021/jm101016w,Journal of Medicinal Chemistry,2010,American Chemical Society (ACS)
10.1021/jm101266s,Journal of Medicinal Chemistry,2010,American Chemical Society (ACS)
10.1021/jm00399a016,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00400a025,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00400a026,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm101004d,Journal of Medicinal Chemistry,2010,American Chemical Society (ACS)
10.1021/jm00400a009,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00400a013,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00401a013,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1016/j.bmc.2010.10.043,Bioorganic &amp; Medicinal Chemistry,2010,Elsevier BV
10.1016/j.ejmech.2010.11.034,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.039,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.042,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.014,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.052,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00402a020,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00402a025,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1016/j.bmcl.2010.12.078,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.053,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.070,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.034,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2010.12.011,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2010.12.027,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.075,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.039,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.101,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.099,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.061,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.094,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.126,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.079,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.109,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.056,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.077,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.051,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.123,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.026,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.129,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.032,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.090,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.131,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.056,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.01.016,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.01.008,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1128/AAC.00475-08,Antimicrobial Agents and Chemotherapy,2008,American Society for Microbiology
10.1128/AAC.01237-08,Antimicrobial Agents and Chemotherapy,2009,American Society for Microbiology
10.1128/AAC.01058-08,Antimicrobial Agents and Chemotherapy,2009,American Society for Microbiology
10.1128/AAC.01737-09,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.00198-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.00434-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.00453-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.01397-09,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.00361-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.00313-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1016/j.bmc.2010.07.060,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1128/AAC.00787-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1016/j.bmc.2010.11.025,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm1010836,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2010.11.054,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101198k,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101181u,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00402a026,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00402a034,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1016/j.bmc.2010.12.048,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.089,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.035,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101478n,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101110w,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101566d,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.01.009,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm00402a037,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00403a002,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00403a007,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00403a022,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00403a030,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00117a005,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00117a013,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00117a018,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00117a030,Journal of Medicinal Chemistry,1988,American Chemical Society (ACS)
10.1021/jm00121a021,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00121a028,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00121a034,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00121a001,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00121a020,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00130a003,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00130a016,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00130a018,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00130a025,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00130a029,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00131a003,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/ml1001344,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/jm00122a003,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00122a011,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00122a012,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00122a021,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/ml1001932,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/jm00124a021,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00124a022,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00124a023,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00124a026,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00124a028,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00125a019,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/ml100220b,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100228m,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/jm00125a021,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00125a026,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00125a029,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/ml1002508,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100256c,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100260x,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml100273k,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/jm00126a042,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1016/j.bmcl.2010.11.090,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2010.12.010,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.114,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.107,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.096,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.022,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.122,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00127a014,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1016/j.bmcl.2010.12.106,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.135,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.108,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.105,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.027,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.017,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.021,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.023,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.029,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00126a004,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1016/j.bmcl.2011.01.054,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.047,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.050,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.041,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.037,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.049,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.016,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.043,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.088,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.019,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.071,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.044,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.090,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.062,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.035,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.052,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.065,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.046,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.057,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.032,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.080,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.093,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.01.035,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm00127a029,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00127a037,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00127a040,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1021/jm00128a004,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1016/j.bmcl.2010.11.003,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00128a031,Journal of Medicinal Chemistry,1989,American Chemical Society (ACS)
10.1016/j.bmc.2011.01.038,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.01.107,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.063,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.113,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.01.042,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm00163a040,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00163a050,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmcl.2011.01.120,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.119,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.086,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.01.053,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm00163a052,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00163a058,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00163a061,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmcl.2011.01.131,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.073,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.106,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.01.060,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.01.056,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.01.043,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.12.081,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00163a007,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmc.2011.01.058,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.01.065,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.01.049,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm00163a012,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00172a001,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.006,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/ml1000273,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100125f,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml1001272,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml1001536,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml1001568,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100181a,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100184k,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100200c,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1128/AAC.01324-07,Antimicrobial Agents and Chemotherapy,2008,American Society for Microbiology
10.1128/AAC.00057-08,Antimicrobial Agents and Chemotherapy,2008,American Society for Microbiology
10.1128/AAC.00544-08,Antimicrobial Agents and Chemotherapy,2009,American Society for Microbiology
10.1128/AAC.00141-09,Antimicrobial Agents and Chemotherapy,2009,American Society for Microbiology
10.1128/AAC.01585-09,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1128/AAC.00568-10,Antimicrobial Agents and Chemotherapy,2010,American Society for Microbiology
10.1021/np1004664,Journal of Natural Products,2011,American Chemical Society (ACS)
10.1021/np100797y,Journal of Natural Products,2011,American Chemical Society (ACS)
10.1021/jm1012984,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmcl.2011.01.004,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm1013665,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101226k,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101515v,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1013049,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.ejmech.2011.01.008,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.01.010,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101535e,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101452x,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1011929,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101525j,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101405t,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101438u,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101238d,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1013242,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101007q,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101479y,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1012903,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101120u,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm100991m,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101323b,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmcl.2011.01.129,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.02.001,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101541x,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00173a008,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm101227t,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.005,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.02.073,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.024,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.052,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.042,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.004,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.062,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.043,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.064,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.047,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.058,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.061,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.056,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.045,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.057,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.076,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.023,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.050,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.094,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.046,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.086,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.092,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.101,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.108,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.098,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.082,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.097,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.059,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.099,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.089,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.018,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.115,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.067,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.112,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.111,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.004,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00173a017,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00174a014,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00174a015,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmcl.2011.03.015,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.009,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.079,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.01.033,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.01.104,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.01.005,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.01.034,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.01.040,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.01.038,European Journal of Medicinal Chemistry,2011,Elsevier BV
